The rightmost column contains computed values for __C
X	NoNoise	Noisy
62.000000	791.522072	788.182932	762.762817
62.500000	796.697014	835.203778	768.105867
63.000000	801.789901	774.511780	773.365479
63.500000	806.798803	803.820112	778.539692
64.000000	811.721784	844.834007	783.626536
64.500000	816.556898	781.775455	788.624035
65.000000	821.302198	829.106010	793.530205
65.500000	825.955726	799.152482	798.343060
66.000000	830.515524	778.654661	803.060604
66.500000	834.979626	844.420764	807.680841
67.000000	839.346064	857.717824	812.201769
67.500000	843.612865	852.311662	816.621382
68.000000	847.778054	813.198266	820.937672
68.500000	851.839655	846.321688	825.148629
69.000000	855.795689	928.025467	829.252241
69.500000	859.644177	867.667734	833.246495
70.000000	863.383139	848.971114	837.129379
70.500000	867.010597	850.252359	840.898880
71.000000	870.524572	847.111927	844.552988
71.500000	873.923087	867.186712	848.089691
72.000000	877.204171	913.496406	851.506984
72.500000	880.365851	847.209645	854.802863
73.000000	883.406162	876.333348	857.975329
73.500000	886.323142	862.227808	861.022386
74.000000	889.114834	870.193113	863.942046
74.500000	891.779290	915.079289	866.732326
75.000000	894.314565	826.264235	869.391250
75.500000	896.718725	904.378302	871.916850
76.000000	898.989844	919.475562	874.307169
76.500000	901.126005	895.013480	876.560256
77.000000	903.125301	919.236272	878.674173
77.500000	904.985837	903.350683	880.646994
78.000000	906.705730	870.096901	882.476802
78.500000	908.283110	956.210944	884.161697
79.000000	909.716120	873.344691	885.699790
79.500000	911.002919	884.054215	887.089210
80.000000	912.141680	950.526074	888.328099
80.500000	913.130595	906.027931	889.414618
81.000000	913.967872	929.036806	890.346945
81.500000	914.651738	940.917862	891.123276
82.000000	915.180438	965.218754	891.741829
82.500000	915.552240	925.717503	892.200841
83.000000	915.765432	892.206798	892.498571
83.500000	915.818324	904.173202	892.633303
84.000000	915.709252	881.870229	892.603341
84.500000	915.436573	912.895505	892.407017
85.000000	914.998672	892.134258	892.042689
85.500000	914.393960	895.628020	891.508740
86.000000	913.620875	888.756083	890.803582
86.500000	912.677886	914.742928	889.925658
87.000000	911.563487	889.644411	888.873438
87.500000	910.276209	928.256601	887.645427
88.000000	908.814610	923.553054	886.240159
88.500000	907.177284	865.647448	884.656204
89.000000	905.362858	964.997311	882.892166
89.500000	903.369994	889.918007	880.946685
90.000000	901.197392	911.829521	878.818438
90.500000	898.843787	915.690802	876.506140
91.000000	896.307955	951.335512	874.008546
91.500000	893.588711	860.267572	871.324451
92.000000	890.684911	899.425668	868.452692
92.500000	887.595453	892.767519	865.392147
93.000000	884.319278	874.071959	862.141741
93.500000	880.855373	868.245863	858.700441
94.000000	877.202767	847.161618	855.067264
94.500000	873.360540	867.585513	851.241272
95.000000	869.327818	915.744710	847.221576
95.500000	865.103775	940.166116	843.007338
96.000000	860.687638	834.183018	838.597769
96.500000	856.078682	820.528138	833.992134
97.000000	851.276238	801.149702	829.189753
97.500000	846.279689	865.959093	824.189996
98.000000	841.088472	873.445417	818.992294
98.500000	835.702083	808.494087	813.596131
99.000000	830.120072	822.932282	808.001052
99.500000	824.342049	800.144801	802.206661
100.000000	818.367684	770.699094	796.212620
100.500000	812.196707	818.462216	790.018655
101.000000	805.828911	809.604815	783.624556
101.500000	799.264149	783.285384	777.030175
102.000000	792.502341	805.995678	770.235428
102.500000	785.543472	791.965165	763.240302
103.000000	778.387593	782.774136	756.044846
103.500000	771.034821	754.551384	748.649182
104.000000	763.485343	763.211528	741.053499
104.500000	755.739415	785.161615	733.258058
105.000000	747.797366	732.450467	725.263192
105.500000	739.659592	762.054758	717.069305
106.000000	731.326567	713.003922	708.676877
106.500000	722.798835	712.939545	700.086464
107.000000	714.077016	702.092021	691.298695
107.500000	705.161807	800.432823	682.314279
108.000000	696.053981	734.572528	673.134001
108.500000	686.754388	716.834689	663.758726
109.000000	677.263956	727.175340	654.189399
109.500000	667.583697	660.417908	644.427046
110.000000	657.714698	746.220677	634.472775
110.500000	647.658130	641.974242	624.327776
111.000000	637.415246	595.885596	613.993324
111.500000	626.987384	588.046282	603.470777
112.000000	616.375962	636.693756	592.761579
112.500000	605.582485	636.029156	581.867259
113.000000	594.608544	599.667581	570.789436
113.500000	583.455814	581.830811	559.529813
114.000000	572.126059	601.193052	548.090183
114.500000	560.621129	583.337733	536.472428
115.000000	548.942962	514.482166	524.678519
115.500000	537.093587	537.631793	512.710517
116.000000	525.075119	602.025736	500.570575
116.500000	512.889766	477.621731	488.260936
117.000000	500.539823	536.150274	475.783936
117.500000	488.027679	455.931799	463.142002
118.000000	475.355812	472.291695	450.337655
118.500000	462.526792	453.886752	437.373509
119.000000	449.543282	452.889832	424.252271
119.500000	436.408036	437.543347	410.976741
120.000000	423.123901	440.037703	397.549815
120.500000	409.693817	416.072025	383.974481
121.000000	396.120817	358.405791	370.253824
121.500000	382.408026	392.214965	356.391021
122.000000	368.558662	372.251547	342.389346
122.500000	354.576038	334.204010	328.252166
123.000000	340.463559	306.619753	313.982944
123.500000	326.224722	381.863636	299.585236
124.000000	311.863119	363.420406	285.062694
124.500000	297.382434	288.925836	270.419064
125.000000	282.786444	258.289414	255.658187
125.500000	268.079016	295.578288	240.783995
126.000000	253.264112	257.325639	225.800518
126.500000	238.345784	279.358908	210.711874
127.000000	223.328177	177.352041	195.522279
127.500000	208.215523	216.138321	180.236037
128.000000	193.012149	231.781782	164.857546
128.500000	177.722469	169.327803	149.391296
129.000000	162.350985	172.072837	133.841863
129.500000	146.902289	117.468616	118.213919
130.000000	131.381059	154.177707	102.512219
130.500000	115.792062	134.473055	86.741611
131.000000	100.140148	85.263354	70.907025
131.500000	84.430253	59.096361	55.013483
132.000000	68.667396	67.729395	39.066086
132.500000	52.856680	-2.754805	23.070024
133.000000	37.003288	-16.984365	7.030567
133.500000	21.112482	-27.731302	-9.046933
134.000000	5.189607	23.432987	-25.157044
134.500000	-10.759919	-8.828114	-41.294253
135.000000	-26.730598	23.131236	-57.452973
135.500000	-42.716862	-90.171602	-73.627539
136.000000	-58.713065	-31.732284	-89.812212
136.500000	-74.713493	-81.572959	-106.001181
137.000000	-90.712362	-25.793850	-122.188564
137.500000	-106.703818	-90.648536	-138.368411
138.000000	-122.681944	-79.281111	-154.534702
138.500000	-138.640756	-154.700922	-170.681355
139.000000	-154.574211	-99.450786	-186.802222
139.500000	-170.476202	-169.124894	-202.891097
140.000000	-186.340569	-204.346239	-218.941713
140.500000	-202.161092	-187.504586	-234.947748
141.000000	-217.931500	-265.764783	-250.902822
141.500000	-233.645470	-126.772179	-266.800509
142.000000	-249.296630	-259.201722	-282.634328
142.500000	-264.878564	-319.416093	-298.397754
143.000000	-280.384810	-370.865077	-314.084218
143.500000	-295.808866	-309.682848	-329.687107
144.000000	-311.144192	-253.670488	-345.199773
144.500000	-326.384213	-351.966129	-360.615527
145.000000	-341.522320	-383.998305	-375.927652
145.500000	-356.551876	-320.014460	-391.129396
146.000000	-371.466215	-353.817138	-406.213984
146.500000	-386.258651	-297.620749	-421.174616
147.000000	-400.922475	-461.259869	-436.004468
147.500000	-415.450960	-391.445295	-450.696703
148.000000	-429.837367	-427.059700	-465.244467
148.500000	-444.074946	-342.936947	-479.640896
149.000000	-458.156939	-548.385816	-493.879119
149.500000	-472.076585	-491.250546	-507.952260
150.000000	-485.827121	-402.698002	-521.853443
150.500000	-499.401790	-462.352541	-535.575797
151.000000	-512.793839	-545.715973	-549.112455
151.500000	-525.996528	-503.052215	-562.456565
152.000000	-539.003131	-510.512346	-575.601285
152.500000	-551.806940	-641.334194	-588.539795
153.000000	-564.401268	-578.951604	-601.265297
153.500000	-576.779456	-573.917563	-613.771018
154.000000	-588.934874	-599.926319	-626.050217
154.500000	-600.860926	-574.959646	-638.096187
155.000000	-612.551054	-521.432031	-649.902259
155.500000	-623.998744	-543.001744	-661.461811
156.000000	-635.197527	-604.401281	-672.768263
156.500000	-646.140986	-616.893563	-683.815090
157.000000	-656.822756	-643.136166	-694.595821
157.500000	-667.236536	-681.022027	-705.104049
158.000000	-677.376085	-661.048454	-715.333426
158.500000	-687.235232	-572.168397	-725.277679
159.000000	-696.807878	-762.085193	-734.930605
159.500000	-706.087999	-698.653902	-744.286080
160.000000	-715.069657	-749.769791	-753.338064
160.500000	-723.746995	-730.132810	-762.080604
161.000000	-732.114251	-782.970025	-770.507838
161.500000	-740.165753	-738.345306	-778.614001
162.000000	-747.895934	-778.036905	-786.393430
162.500000	-755.299327	-735.373130	-793.840567
163.000000	-762.370575	-784.928292	-800.949966
163.500000	-769.104436	-812.131968	-807.716295
164.000000	-775.495784	-759.537312	-814.134342
164.500000	-781.539615	-791.590613	-820.199019
165.000000	-787.231056	-766.023607	-825.905371
165.500000	-792.565361	-789.764623	-831.248571
166.000000	-797.537923	-860.735940	-836.223937
166.500000	-802.144277	-890.893520	-840.826926
167.000000	-806.380101	-709.689171	-845.053144
167.500000	-810.241225	-818.388603	-848.898352
168.000000	-813.723632	-893.161662	-852.358464
168.500000	-816.823467	-748.369061	-855.429560
169.000000	-819.537035	-739.460217	-858.107884
169.500000	-821.860812	-866.862281	-860.389851
170.000000	-823.791445	-796.673338	-862.272053
170.500000	-825.325759	-833.191306	-863.751261
171.000000	-826.460759	-864.561334	-864.824430
171.500000	-827.193636	-842.810639	-865.488703
172.000000	-827.521772	-763.308705	-865.741418
172.500000	-827.442741	-828.215334	-865.580108
173.000000	-826.954316	-916.082742	-865.002508
173.500000	-826.054472	-861.035507	-864.006561
174.000000	-824.741390	-804.056670	-862.590415
174.500000	-823.013460	-798.142565	-860.752434
175.000000	-820.869287	-861.382158	-858.491200
175.500000	-818.307694	-816.430844	-855.805515
176.000000	-815.327724	-734.874613	-852.694406
176.500000	-811.928644	-842.747150	-849.157130
177.000000	-808.109952	-755.243177	-845.193172
177.500000	-803.871374	-844.467482	-840.802258
178.000000	-799.212874	-772.577739	-835.984349
178.500000	-794.134652	-799.219014	-830.739649
179.000000	-788.637150	-815.240968	-825.068607
179.500000	-782.721054	-707.921899	-818.971920
180.000000	-776.387296	-687.842409	-812.450537
180.500000	-769.637058	-720.147979	-805.505659
181.000000	-762.471774	-712.709534	-798.138745
181.500000	-754.893132	-655.082525	-790.351511
182.000000	-746.903078	-818.098985	-782.145936
182.500000	-738.503814	-775.758591	-773.524259
183.000000	-729.697806	-646.552162	-764.488987
183.500000	-720.487781	-802.394485	-755.042893
184.000000	-710.876731	-785.765192	-745.189020
184.500000	-700.867912	-742.966342	-734.930678
185.000000	-690.464849	-650.573035	-724.271453
185.500000	-679.671335	-607.702119	-713.215199
186.000000	-668.491431	-719.029410	-701.766049
186.500000	-656.929470	-699.147942	-689.928406
187.000000	-644.990054	-602.235598	-677.706952
187.500000	-632.678058	-554.770082	-665.106642
188.000000	-619.998627	-587.407447	-652.132708
188.500000	-606.957178	-571.630043	-638.790659
189.000000	-593.559399	-607.803272	-625.086278
189.500000	-579.811250	-633.652388	-611.025626
190.000000	-565.718960	-586.133753	-596.615038
190.500000	-551.289030	-644.661565	-581.861122
191.000000	-536.528228	-555.753682	-566.770762
191.500000	-521.443590	-490.130672	-551.351111
192.000000	-506.042418	-518.384974	-535.609596
192.500000	-490.332281	-519.100112	-519.553911
193.000000	-474.321008	-498.709458	-503.192018
193.500000	-458.016689	-394.177751	-486.532144
194.000000	-441.427674	-483.397737	-469.582779
194.500000	-424.562568	-428.457044	-452.352673
195.000000	-407.430231	-355.492087	-434.850834
195.500000	-390.039770	-411.156810	-417.086525
196.000000	-372.400542	-382.724659	-399.069258
196.500000	-354.522147	-399.398902	-380.808796
197.000000	-336.414423	-348.017644	-362.315143
197.500000	-318.087447	-303.970492	-343.598545
198.000000	-299.551526	-267.300906	-324.669483
198.500000	-280.817195	-322.582140	-305.538669
199.000000	-261.895211	-228.921005	-286.217041
199.500000	-242.796549	-210.258436	-266.715760
200.000000	-223.532399	-199.105988	-247.046203
200.500000	-204.114155	-190.541235	-227.219957
201.000000	-184.553414	-171.384712	-207.248815
201.500000	-164.861971	-264.133163	-187.144769
202.000000	-145.051807	-123.771792	-166.920002
202.500000	-125.135090	-103.161844	-146.586887
203.000000	-105.124161	-115.632203	-126.157974
203.500000	-85.031534	-113.500474	-105.645987
204.000000	-64.869885	-168.714072	-85.063815
204.500000	-44.652044	-56.588313	-64.424505
205.000000	-24.390991	-20.786224	-43.741255
205.500000	-4.099846	23.041410	-23.027406
206.000000	16.208140	16.287586	-2.296433
206.500000	36.519592	45.129195	18.438064
207.000000	56.821017	13.093027	39.162367
207.500000	77.098819	126.000339	59.862648
208.000000	97.339301	110.022535	80.524980
208.500000	117.528679	37.184245	101.135348
209.000000	137.653089	91.490880	121.679654
209.500000	157.698596	191.653788	142.143728
210.000000	177.651207	234.829443	162.513340
210.500000	197.496876	238.919090	182.774210
211.000000	217.221520	191.021632	202.912016
211.500000	236.811022	215.638666	222.912404
212.000000	256.251249	226.594650	242.761003
212.500000	275.528057	211.051219	262.443432
213.000000	294.627306	316.823606	281.945310
213.500000	313.534867	346.106616	301.252271
214.000000	332.236636	401.409643	320.349975
214.500000	350.718545	404.950460	339.224115
215.000000	368.966570	377.396977	357.860433
215.500000	386.966749	394.781222	376.244729
216.000000	404.705186	405.953384	394.362875
216.500000	422.168069	496.053368	412.200827
217.000000	439.341678	516.714979	429.744633
217.500000	456.212401	440.962745	446.980451
218.000000	472.766740	529.193268	463.894556
218.500000	488.991329	447.663781	480.473357
219.000000	504.872942	502.771503	496.703406
219.500000	520.398507	557.449697	512.571410
220.000000	535.555120	421.947518	528.064248
220.500000	550.330054	532.486208	543.168978
221.000000	564.710772	561.947787	557.872853
221.500000	578.684941	601.409548	572.163332
222.000000	592.240444	595.695960	586.028093
222.500000	605.365392	618.389554	599.455046
223.000000	618.048133	585.913917	612.432346
223.500000	630.277271	595.725228	624.948403
224.000000	642.041674	677.678824	636.991896
224.500000	653.330484	582.468090	648.551787
225.000000	664.133134	636.010965	659.617330
225.500000	674.439358	753.850785	670.178085
226.000000	684.239201	689.870910	680.223932
226.500000	693.523035	783.760585	689.745078
227.000000	702.281567	698.623214	698.732074
227.500000	710.505850	712.907399	707.175823
228.000000	718.187298	710.412937	715.067595
228.500000	725.317697	708.056722	722.399036
229.000000	731.889210	762.327407	729.162178
229.500000	737.894395	711.364624	735.349455
230.000000	743.326214	723.567613	740.953708
230.500000	748.178041	826.264739	745.968200
231.000000	752.443672	748.326961	750.386623
231.500000	756.117339	729.537853	754.203112
232.000000	759.193716	852.530887	757.412252
232.500000	761.667931	797.777597	760.009087
233.000000	763.535573	611.000436	761.989132
233.500000	764.792700	817.159170	763.348381
234.000000	765.435853	810.947960	764.083314
234.500000	765.462057	732.638873	764.190907
235.000000	764.868833	825.836644	763.668640
235.500000	763.654207	796.823784	762.514504
236.000000	761.816712	756.130445	760.727009
236.500000	759.355400	708.583782	758.305190
237.000000	756.269845	710.306914	755.248614
237.500000	752.560151	639.417003	751.557387
238.000000	748.226954	737.878932	747.232156
238.500000	743.271434	760.266830	742.274119
239.000000	737.695311	743.553338	736.685027
239.500000	731.500857	642.842544	730.467190
240.000000	724.690894	769.651333	723.623478
240.500000	717.268801	708.918642	716.157325
241.000000	709.238515	749.976401	708.072737
241.500000	700.604535	802.951846	699.374285
242.000000	691.371919	696.181745	690.067116
242.500000	681.546293	651.884195	680.156948
243.000000	671.133843	692.901945	669.650074
243.500000	660.141324	752.842131	658.553360
244.000000	648.576052	647.680713	646.874246
244.500000	636.445908	636.564115	634.620747
245.000000	623.759333	642.328848	621.801445
245.500000	610.525330	703.479739	608.425495
246.000000	596.753458	551.418785	594.502616
246.500000	582.453829	547.203946	580.043092
247.000000	567.637106	465.388355	565.057765
247.500000	552.314498	663.004220	549.558031
248.000000	536.497752	469.209151	533.555839
248.500000	520.199154	530.802391	517.063677
249.000000	503.431515	486.085836	500.094575
249.500000	486.208169	572.596051	482.662091
250.000000	468.542965	468.682779	464.780307
250.500000	450.450258	472.104778	446.463819
251.000000	431.944899	396.683561	427.727729
251.500000	413.042229	348.084966	408.587637
252.000000	393.758066	424.007737	389.059626
252.500000	374.108697	353.746347	369.160258
253.000000	354.110863	416.593741	348.906556
253.500000	333.781752	377.594301	328.315998
254.000000	313.138983	261.439109	307.406499
254.500000	292.200595	304.225910	286.196402
255.000000	270.985031	241.110614	264.704460
255.500000	249.511128	108.603186	242.949828
256.000000	227.798096	154.567532	220.952040
256.500000	205.865509	178.414075	198.730998
257.000000	183.733284	208.689728	176.306957
257.500000	161.421669	164.942503	153.700504
258.000000	138.951222	82.706662	130.932544
258.500000	116.342794	58.426786	108.024280
259.000000	93.617515	-9.296705	84.997194
259.500000	70.796767	127.036560	61.873034
260.000000	47.902174	136.203201	38.673783
260.500000	24.955575	-33.054233	15.421653
261.000000	1.979011	29.864064	-7.860950
261.500000	-21.005305	34.992846	-31.151434
262.000000	-43.975001	-62.374791	-54.427051
262.500000	-66.907569	-139.874772	-77.664916
263.000000	-89.780393	-150.678463	-100.842030
263.500000	-112.570763	-128.476251	-123.935301
264.000000	-135.255902	-99.063813	-146.921570
264.500000	-157.812991	-150.083234	-169.777631
265.000000	-180.219189	-140.748963	-192.480259
265.500000	-202.451655	-179.724334	-215.006231
266.000000	-224.487579	-158.190868	-237.332350
266.500000	-246.304202	-201.279122	-259.435473
267.000000	-267.878837	-171.710664	-281.292533
267.500000	-289.188901	-262.579352	-302.880567
268.000000	-310.211937	-268.532404	-324.176738
268.500000	-330.925636	-454.721041	-345.158362
269.000000	-351.307867	-313.161440	-365.802935
269.500000	-371.336701	-358.431647	-386.088159
270.000000	-390.990434	-209.553121	-405.991964
270.500000	-410.247616	-343.204110	-425.492540
271.000000	-429.087076	-344.100955	-444.568357
271.500000	-447.487943	-505.804837	-463.198195
272.000000	-465.429680	-523.523244	-481.361170
272.500000	-482.892103	-702.144800	-499.036757
273.000000	-499.855406	-346.657379	-516.204819
273.500000	-516.300191	-464.610814	-532.845630
274.000000	-532.207492	-504.844470	-548.939903
274.500000	-547.558795	-424.397372	-564.468814
275.000000	-562.336069	-570.929233	-579.414028
275.500000	-576.521786	-653.388588	-593.757722
276.000000	-590.098948	-619.245649	-607.482611
276.500000	-603.051111	-657.813072	-620.571975
277.000000	-615.362406	-620.885939	-633.009675
277.500000	-627.017562	-596.407046	-644.780187
278.000000	-638.001933	-748.895941	-655.868616
278.500000	-648.301517	-618.237880	-666.260724
279.000000	-657.902977	-617.539986	-675.942950
279.500000	-666.793664	-626.665549	-684.902431
280.000000	-674.961637	-554.050055	-693.127026
280.500000	-682.395683	-631.725020	-700.605333
281.000000	-689.085338	-883.019462	-707.326711
281.500000	-695.020903	-672.755440	-713.281298
282.000000	-700.193464	-712.616572	-718.460031
282.500000	-704.594910	-680.995538	-722.854661
283.000000	-708.217947	-855.631239	-726.457772
283.500000	-711.056117	-715.624004	-729.262796
284.000000	-713.103811	-696.321024	-731.264031
284.500000	-714.356284	-751.918944	-732.456651
285.000000	-714.809667	-635.457934	-732.836722
285.500000	-714.460982	-725.322476	-732.401217
286.000000	-713.308152	-773.127966	-731.148022
286.500000	-711.350009	-651.442487	-729.075951
287.000000	-708.586309	-558.751113	-726.184755
287.500000	-705.017736	-684.583606	-722.475130
288.000000	-700.645912	-696.272898	-717.948725
288.500000	-695.473400	-720.300860	-712.608147
289.000000	-689.503715	-623.199892	-706.456968
289.500000	-682.741322	-794.931718	-699.499731
290.000000	-675.191644	-700.296820	-691.741949
290.500000	-666.861060	-604.027354	-683.190108
291.000000	-657.756909	-668.190445	-673.851672
291.500000	-647.887487	-556.961935	-663.735075
292.000000	-637.262048	-579.312035	-652.849728
292.500000	-625.890799	-636.849613	-641.206009
293.000000	-613.784894	-640.757844	-628.815262
293.500000	-600.956434	-556.724008	-615.689789
294.000000	-587.418458	-552.653689	-601.842850
294.500000	-573.184931	-517.547866	-587.288646
295.000000	-558.270742	-492.104231	-572.042315
295.500000	-542.691688	-603.307927	-556.119921
296.000000	-526.464465	-364.579075	-539.538441
296.500000	-509.606654	-385.423446	-522.315753
297.000000	-492.136707	-514.518661	-504.470618
297.500000	-474.073932	-597.154198	-486.022671
298.000000	-455.438474	-603.654594	-466.992396
298.500000	-436.251301	-248.665090	-447.401112
299.000000	-416.534180	-356.863232	-427.270955
299.500000	-396.309658	-462.317554	-406.624852
300.000000	-375.601043	-450.087871	-385.486502
300.500000	-354.432375	-204.199338	-363.880351
301.000000	-332.828409	-446.629742	-341.831569
301.500000	-310.814581	-164.002113	-319.366023
302.000000	-288.416989	-238.416823	-296.510249
302.500000	-265.662360	-207.107842	-273.291424
303.000000	-242.578023	-267.036262	-249.737339
303.500000	-219.191879	-145.186270	-225.876364
304.000000	-195.532369	-197.429466	-201.737418
304.500000	-171.628440	-154.628788	-177.349937
305.000000	-147.509517	-40.423443	-152.743840
305.500000	-123.205461	-193.635677	-127.949493
306.000000	-98.746541	-94.474282	-102.997672
306.500000	-74.163392	-296.733489	-77.919531
307.000000	-49.486980	60.593194	-52.746556
307.500000	-24.748567	-34.225941	-27.510535
308.000000	0.020335	177.967965	-2.243513
308.500000	24.787996	31.814203	23.022248
309.000000	49.522514	143.217692	48.254308
309.500000	74.191852	-53.603376	73.420090
310.000000	98.763884	127.725096	98.486927
310.500000	123.206433	59.368103	123.422100
311.000000	147.487315	141.177693	148.192884
311.500000	171.574386	168.355201	172.766592
312.000000	195.435579	217.898872	197.110618
312.500000	219.038954	185.026215	221.192483
313.000000	242.352739	148.811360	244.979881
313.500000	265.345374	287.732048	268.440720
314.000000	287.985561	186.940221	291.543175
314.500000	310.242301	377.813404	314.255724
315.000000	332.084946	405.659137	336.547204
315.500000	353.483239	439.087436	358.386848
316.000000	374.407362	497.322854	379.744336
316.500000	394.827979	319.411314	400.589838
317.000000	414.716282	474.159365	420.894060
317.500000	434.044033	452.640261	440.628288
318.000000	452.783610	463.196874	459.764436
318.500000	470.908048	523.973019	478.275085
319.000000	488.391085	350.902485	496.133530
319.500000	505.207204	419.688182	513.313824
320.000000	521.331671	616.003682	529.790818
320.500000	536.740581	439.440396	545.540202
321.000000	551.410897	514.932809	560.538552
321.500000	565.320485	537.289871	574.763362
322.000000	578.448160	635.515178	588.193089
322.500000	590.773719	593.651312	600.807191
323.000000	602.277979	668.479546	612.586160
323.500000	612.942811	548.208751	623.511563
324.000000	622.751175	637.915294	633.566074
324.500000	631.687156	682.951730	642.733508
325.000000	639.735990	568.571825	650.998854
325.500000	646.884101	760.708180	658.348305
326.000000	653.119124	589.509010	664.769290
326.500000	658.429935	628.148602	670.250497
327.000000	662.806679	705.767394	674.781904
327.500000	666.240789	703.555288	678.354802
328.000000	668.725014	492.342218	680.961816
328.500000	670.253437	708.014521	682.596930
329.000000	670.821494	744.205521	683.255502
329.500000	670.425991	695.077643	682.934285
