The rightmost column contains computed values for __C
X	NoNoise	Noisy
47.000000	607.281187	583.194859	746.456736
47.500000	614.072547	604.480449	752.921130
48.000000	620.834485	616.040021	759.355970
48.500000	627.565452	631.867228	765.759701
49.000000	634.263886	623.651815	772.130755
49.500000	640.928208	615.120109	778.467544
50.000000	647.556822	635.824573	784.768466
50.500000	654.148118	621.515437	791.031904
51.000000	660.700468	631.920284	797.256222
51.500000	667.212230	658.403984	803.439771
52.000000	673.681747	648.457540	809.580886
52.500000	680.107344	703.663864	815.677887
53.000000	686.487336	686.279563	821.729078
53.500000	692.820018	674.579284	827.732749
54.000000	699.103675	704.038439	833.687175
54.500000	705.336575	736.482935	839.590619
55.000000	711.516973	734.233287	845.441326
55.500000	717.643110	757.876045	851.237531
56.000000	723.713215	723.885117	856.977453
56.500000	729.725502	690.552556	862.659300
57.000000	735.678173	735.956067	868.281265
57.500000	741.569419	769.796644	873.841531
58.000000	747.397417	712.588085	879.338267
58.500000	753.160332	778.246636	884.769630
59.000000	758.856320	754.839627	890.133767
59.500000	764.483523	759.051752	895.428812
60.000000	770.040074	749.020022	900.652891
60.500000	775.524097	739.586633	905.804118
61.000000	780.933703	784.009007	910.880597
61.500000	786.266997	769.015614	915.880423
62.000000	791.522072	788.182932	920.801681
62.500000	796.697014	835.203778	925.642449
63.000000	801.789901	774.511780	930.400796
63.500000	806.798803	803.820112	935.074784
64.000000	811.721784	844.834007	939.662467
64.500000	816.556898	781.775455	944.161892
65.000000	821.302198	829.106010	948.571102
65.500000	825.955726	799.152482	952.888131
66.000000	830.515524	778.654661	957.111012
66.500000	834.979626	844.420764	961.237770
67.000000	839.346064	857.717824	965.266429
67.500000	843.612865	852.311662	969.195006
68.000000	847.778054	813.198266	973.021519
68.500000	851.839655	846.321688	976.743981
69.000000	855.795689	928.025467	980.360406
69.500000	859.644177	867.667734	983.868806
70.000000	863.383139	848.971114	987.267191
70.500000	867.010597	850.252359	990.553574
71.000000	870.524572	847.111927	993.725968
71.500000	873.923087	867.186712	996.782388
72.000000	877.204171	913.496406	999.720853
72.500000	880.365851	847.209645	1002.539382
73.000000	883.406162	876.333348	1005.236000
73.500000	886.323142	862.227808	1007.808737
74.000000	889.114834	870.193113	1010.255629
74.500000	891.779290	915.079289	1012.574716
75.000000	894.314565	826.264235	1014.764046
75.500000	896.718725	904.378302	1016.821677
76.000000	898.989844	919.475562	1018.745674
76.500000	901.126005	895.013480	1020.534110
77.000000	903.125301	919.236272	1022.185072
77.500000	904.985837	903.350683	1023.696655
78.000000	906.705730	870.096901	1025.066968
78.500000	908.283110	956.210944	1026.294131
79.000000	909.716120	873.344691	1027.376282
79.500000	911.002919	884.054215	1028.311569
80.000000	912.141680	950.526074	1029.098159
80.500000	913.130595	906.027931	1029.734234
81.000000	913.967872	929.036806	1030.217994
81.500000	914.651738	940.917862	1030.547660
82.000000	915.180438	965.218754	1030.721468
82.500000	915.552240	925.717503	1030.737678
83.000000	915.765432	892.206798	1030.594571
83.500000	915.818324	904.173202	1030.290450
84.000000	915.709252	881.870229	1029.823641
84.500000	915.436573	912.895505	1029.192497
85.000000	914.998672	892.134258	1028.395394
85.500000	914.393960	895.628020	1027.430736
86.000000	913.620875	888.756083	1026.296954
86.500000	912.677886	914.742928	1024.992510
87.000000	911.563487	889.644411	1023.515893
87.500000	910.276209	928.256601	1021.865625
88.000000	908.814610	923.553054	1020.040259
88.500000	907.177284	865.647448	1018.038382
89.000000	905.362858	964.997311	1015.858616
89.500000	903.369994	889.918007	1013.499616
90.000000	901.197392	911.829521	1010.960076
90.500000	898.843787	915.690802	1008.238727
91.000000	896.307955	951.335512	1005.334338
91.500000	893.588711	860.267572	1002.245719
92.000000	890.684911	899.425668	998.971721
92.500000	887.595453	892.767519	995.511237
93.000000	884.319278	874.071959	991.863204
93.500000	880.855373	868.245863	988.026603
94.000000	877.202767	847.161618	984.000460
94.500000	873.360540	867.585513	979.783851
95.000000	869.327818	915.744710	975.375897
95.500000	865.103775	940.166116	970.775769
96.000000	860.687638	834.183018	965.982690
96.500000	856.078682	820.528138	960.995933
97.000000	851.276238	801.149702	955.814825
97.500000	846.279689	865.959093	950.438746
98.000000	841.088472	873.445417	944.867132
98.500000	835.702083	808.494087	939.099474
99.000000	830.120072	822.932282	933.135323
99.500000	824.342049	800.144801	926.974286
100.000000	818.367684	770.699094	920.616031
100.500000	812.196707	818.462216	914.060287
101.000000	805.828911	809.604815	907.306846
101.500000	799.264149	783.285384	900.355562
102.000000	792.502341	805.995678	893.206353
102.500000	785.543472	791.965165	885.859205
103.000000	778.387593	782.774136	878.314167
103.500000	771.034821	754.551384	870.571358
104.000000	763.485343	763.211528	862.630967
104.500000	755.739415	785.161615	854.493250
105.000000	747.797366	732.450467	846.158536
105.500000	739.659592	762.054758	837.627226
106.000000	731.326567	713.003922	828.899793
106.500000	722.798835	712.939545	819.976786
107.000000	714.077016	702.092021	810.858826
107.500000	705.161807	800.432823	801.546614
108.000000	696.053981	734.572528	792.040925
108.500000	686.754388	716.834689	782.342615
109.000000	677.263956	727.175340	772.452615
109.500000	667.583697	660.417908	762.371940
110.000000	657.714698	746.220677	752.101685
110.500000	647.658130	641.974242	741.643024
111.000000	637.415246	595.885596	730.997217
111.500000	626.987384	588.046282	720.165606
112.000000	616.375962	636.693756	709.149617
112.500000	605.582485	636.029156	697.950762
113.000000	594.608544	599.667581	686.570637
113.500000	583.455814	581.830811	675.010927
114.000000	572.126059	601.193052	663.273401
114.500000	560.621129	583.337733	651.359920
115.000000	548.942962	514.482166	639.272430
115.500000	537.093587	537.631793	627.012967
116.000000	525.075119	602.025736	614.583659
116.500000	512.889766	477.621731	601.986720
117.000000	500.539823	536.150274	589.224458
117.500000	488.027679	455.931799	576.299271
118.000000	475.355812	472.291695	563.213649
118.500000	462.526792	453.886752	549.970174
119.000000	449.543282	452.889832	536.571519
119.500000	436.408036	437.543347	523.020453
120.000000	423.123901	440.037703	509.319833
120.500000	409.693817	416.072025	495.472614
121.000000	396.120817	358.405791	481.481840
121.500000	382.408026	392.214965	467.350653
122.000000	368.558662	372.251547	453.082284
122.500000	354.576038	334.204010	438.680060
123.000000	340.463559	306.619753	424.147403
123.500000	326.224722	381.863636	409.487824
124.000000	311.863119	363.420406	394.704932
124.500000	297.382434	288.925836	379.802426
125.000000	282.786444	258.289414	364.784101
125.500000	268.079016	295.578288	349.653842
126.000000	253.264112	257.325639	334.415627
126.500000	238.345784	279.358908	319.073527
127.000000	223.328177	177.352041	303.631705
127.500000	208.215523	216.138321	288.094414
128.000000	193.012149	231.781782	272.465997
128.500000	177.722469	169.327803	256.750889
129.000000	162.350985	172.072837	240.953612
129.500000	146.902289	117.468616	225.078779
130.000000	131.381059	154.177707	209.131089
130.500000	115.792062	134.473055	193.115330
131.000000	100.140148	85.263354	177.036373
131.500000	84.430253	59.096361	160.899176
132.000000	68.667396	67.729395	144.708782
132.500000	52.856680	-2.754805	128.470314
133.000000	37.003288	-16.984365	112.188980
133.500000	21.112482	-27.731302	95.870067
134.000000	5.189607	23.432987	79.518940
134.500000	-10.759919	-8.828114	63.141044
135.000000	-26.730598	23.131236	46.741900
135.500000	-42.716862	-90.171602	30.327103
136.000000	-58.713065	-31.732284	13.902322
136.500000	-74.713493	-81.572959	-2.526704
137.000000	-90.712362	-25.793850	-18.954162
137.500000	-106.703818	-90.648536	-35.374176
138.000000	-122.681944	-79.281111	-51.780799
138.500000	-138.640756	-154.700922	-68.168023
139.000000	-154.574211	-99.450786	-84.529776
139.500000	-170.476202	-169.124894	-100.859926
140.000000	-186.340569	-204.346239	-117.152283
140.500000	-202.161092	-187.504586	-133.400601
141.000000	-217.931500	-265.764783	-149.598580
141.500000	-233.645470	-126.772179	-165.739870
142.000000	-249.296630	-259.201722	-181.818070
142.500000	-264.878564	-319.416093	-197.826735
143.000000	-280.384810	-370.865077	-213.759374
143.500000	-295.808866	-309.682848	-229.609457
144.000000	-311.144192	-253.670488	-245.370415
144.500000	-326.384213	-351.966129	-261.035642
145.000000	-341.522320	-383.998305	-276.598501
145.500000	-356.551876	-320.014460	-292.052324
146.000000	-371.466215	-353.817138	-307.390418
146.500000	-386.258651	-297.620749	-322.606064
147.000000	-400.922475	-461.259869	-337.692525
147.500000	-415.450960	-391.445295	-352.643043
148.000000	-429.837367	-427.059700	-367.450851
148.500000	-444.074946	-342.936947	-382.109166
149.000000	-458.156939	-548.385816	-396.611202
149.500000	-472.076585	-491.250546	-410.950166
150.000000	-485.827121	-402.698002	-425.119267
150.500000	-499.401790	-462.352541	-439.111716
151.000000	-512.793839	-545.715973	-452.920731
151.500000	-525.996528	-503.052215	-466.539543
152.000000	-539.003131	-510.512346	-479.961393
152.500000	-551.806940	-641.334194	-493.179544
153.000000	-564.401268	-578.951604	-506.187282
153.500000	-576.779456	-573.917563	-518.977915
154.000000	-588.934874	-599.926319	-531.544784
154.500000	-600.860926	-574.959646	-543.881265
155.000000	-612.551054	-521.432031	-555.980770
155.500000	-623.998744	-543.001744	-567.836757
156.000000	-635.197527	-604.401281	-579.442726
156.500000	-646.140986	-616.893563	-590.792232
157.000000	-656.822756	-643.136166	-601.878883
157.500000	-667.236536	-681.022027	-612.696349
158.000000	-677.376085	-661.048454	-623.238360
158.500000	-687.235232	-572.168397	-633.498720
159.000000	-696.807878	-762.085193	-643.471300
159.500000	-706.087999	-698.653902	-653.150052
160.000000	-715.069657	-749.769791	-662.529010
160.500000	-723.746995	-730.132810	-671.602291
161.000000	-732.114251	-782.970025	-680.364106
161.500000	-740.165753	-738.345306	-688.808761
162.000000	-747.895934	-778.036905	-696.930661
162.500000	-755.299327	-735.373130	-704.724316
163.000000	-762.370575	-784.928292	-712.184345
163.500000	-769.104436	-812.131968	-719.305482
164.000000	-775.495784	-759.537312	-726.082579
164.500000	-781.539615	-791.590613	-732.510611
165.000000	-787.231056	-766.023607	-738.584679
165.500000	-792.565361	-789.764623	-744.300020
166.000000	-797.537923	-860.735940	-749.652005
166.500000	-802.144277	-890.893520	-754.636149
167.000000	-806.380101	-709.689171	-759.248111
167.500000	-810.241225	-818.388603	-763.483701
168.000000	-813.723632	-893.161662	-767.338886
168.500000	-816.823467	-748.369061	-770.809793
169.000000	-819.537035	-739.460217	-773.892711
169.500000	-821.860812	-866.862281	-776.584099
170.000000	-823.791445	-796.673338	-778.880591
170.500000	-825.325759	-833.191306	-780.778996
171.000000	-826.460759	-864.561334	-782.276307
171.500000	-827.193636	-842.810639	-783.369702
172.000000	-827.521772	-763.308705	-784.056551
172.500000	-827.442741	-828.215334	-784.334417
173.000000	-826.954316	-916.082742	-784.201063
173.500000	-826.054472	-861.035507	-783.654456
174.000000	-824.741390	-804.056670	-782.692769
174.500000	-823.013460	-798.142565	-781.314383
175.000000	-820.869287	-861.382158	-779.517899
175.500000	-818.307694	-816.430844	-777.302133
176.000000	-815.327724	-734.874613	-774.666125
176.500000	-811.928644	-842.747150	-771.609138
177.000000	-808.109952	-755.243177	-768.130667
177.500000	-803.871374	-844.467482	-764.230439
178.000000	-799.212874	-772.577739	-759.908415
178.500000	-794.134652	-799.219014	-755.164799
179.000000	-788.637150	-815.240968	-750.000033
179.500000	-782.721054	-707.921899	-744.414806
180.000000	-776.387296	-687.842409	-738.410054
180.500000	-769.637058	-720.147979	-731.986966
181.000000	-762.471774	-712.709534	-725.146981
181.500000	-754.893132	-655.082525	-717.891795
182.000000	-746.903078	-818.098985	-710.223361
182.500000	-738.503814	-775.758591	-702.143894
183.000000	-729.697806	-646.552162	-693.655869
183.500000	-720.487781	-802.394485	-684.762026
184.000000	-710.876731	-785.765192	-675.465368
184.500000	-700.867912	-742.966342	-665.769168
185.000000	-690.464849	-650.573035	-655.676967
185.500000	-679.671335	-607.702119	-645.192573
186.000000	-668.491431	-719.029410	-634.320066
186.500000	-656.929470	-699.147942	-623.063799
187.000000	-644.990054	-602.235598	-611.428394
187.500000	-632.678058	-554.770082	-599.418747
188.000000	-619.998627	-587.407447	-587.040026
188.500000	-606.957178	-571.630043	-574.297674
189.000000	-593.559399	-607.803272	-561.197402
189.500000	-579.811250	-633.652388	-547.745198
190.000000	-565.718960	-586.133753	-533.947320
190.500000	-551.289030	-644.661565	-519.810295
191.000000	-536.528228	-555.753682	-505.340922
191.500000	-521.443590	-490.130672	-490.546270
192.000000	-506.042418	-518.384974	-475.433673
192.500000	-490.332281	-519.100112	-460.010732
193.000000	-474.321008	-498.709458	-444.285312
193.500000	-458.016689	-394.177751	-428.265540
194.000000	-441.427674	-483.397737	-411.959803
194.500000	-424.562568	-428.457044	-395.376744
195.000000	-407.430231	-355.492087	-378.525261
195.500000	-390.039770	-411.156810	-361.414505
196.000000	-372.400542	-382.724659	-344.053871
196.500000	-354.522147	-399.398902	-326.453004
197.000000	-336.414423	-348.017644	-308.621786
197.500000	-318.087447	-303.970492	-290.570338
198.000000	-299.551526	-267.300906	-272.309013
198.500000	-280.817195	-322.582140	-253.848393
199.000000	-261.895211	-228.921005	-235.199283
199.500000	-242.796549	-210.258436	-216.372708
200.000000	-223.532399	-199.105988	-197.379907
200.500000	-204.114155	-190.541235	-178.232324
201.000000	-184.553414	-171.384712	-158.941611
201.500000	-164.861971	-264.133163	-139.519611
202.000000	-145.051807	-123.771792	-119.978361
202.500000	-125.135090	-103.161844	-100.330083
203.000000	-105.124161	-115.632203	-80.587173
203.500000	-85.031534	-113.500474	-60.762200
204.000000	-64.869885	-168.714072	-40.867898
204.500000	-44.652044	-56.588313	-20.917153
205.000000	-24.390991	-20.786224	-0.923004
205.500000	-4.099846	23.041410	19.101372
206.000000	16.208140	16.287586	39.142664
206.500000	36.519592	45.129195	59.187436
207.000000	56.821017	13.093027	79.222138
207.500000	77.098819	126.000339	99.233111
208.000000	97.339301	110.022535	119.206598
208.500000	117.528679	37.184245	139.128753
209.000000	137.653089	91.490880	158.985650
209.500000	157.698596	191.653788	178.763292
210.000000	177.651207	234.829443	198.447624
210.500000	197.496876	238.919090	218.024538
211.000000	217.221520	191.021632	237.479885
211.500000	236.811022	215.638666	256.799489
212.000000	256.251249	226.594650	275.969152
212.500000	275.528057	211.051219	294.974669
213.000000	294.627306	316.823606	313.801833
213.500000	313.534867	346.106616	332.436456
214.000000	332.236636	401.409643	350.864368
214.500000	350.718545	404.950460	369.071440
215.000000	368.966570	377.396977	387.043585
215.500000	386.966749	394.781222	404.766778
216.000000	404.705186	405.953384	422.227063
216.500000	422.168069	496.053368	439.410565
217.000000	439.341678	516.714979	456.303504
217.500000	456.212401	440.962745	472.892206
218.000000	472.766740	529.193268	489.163113
218.500000	488.991329	447.663781	505.102799
219.000000	504.872942	502.771503	520.697980
219.500000	520.398507	557.449697	535.935526
220.000000	535.555120	421.947518	550.802474
220.500000	550.330054	532.486208	565.286041
221.000000	564.710772	561.947787	579.373634
221.500000	578.684941	601.409548	593.052866
222.000000	592.240444	595.695960	606.311565
222.500000	605.365392	618.389554	619.137788
223.000000	618.048133	585.913917	631.519834
223.500000	630.277271	595.725228	643.446253
224.000000	642.041674	677.678824	654.905864
224.500000	653.330484	582.468090	665.887763
225.000000	664.133134	636.010965	676.381333
225.500000	674.439358	753.850785	686.376264
226.000000	684.239201	689.870910	695.862556
226.500000	693.523035	783.760585	704.830538
227.000000	702.281567	698.623214	713.270875
227.500000	710.505850	712.907399	721.174582
228.000000	718.187298	710.412937	728.533033
228.500000	725.317697	708.056722	735.337977
229.000000	731.889210	762.327407	741.581543
229.500000	737.894395	711.364624	747.256257
230.000000	743.326214	723.567613	752.355048
230.500000	748.178041	826.264739	756.871259
231.000000	752.443672	748.326961	760.798661
231.500000	756.117339	729.537853	764.131460
232.000000	759.193716	852.530887	766.864306
232.500000	761.667931	797.777597	768.992304
233.000000	763.535573	611.000436	770.511024
233.500000	764.792700	817.159170	771.416508
234.000000	765.435853	810.947960	771.705278
234.500000	765.462057	732.638873	771.374349
235.000000	764.868833	825.836644	770.421231
235.500000	763.654207	796.823784	768.843939
236.000000	761.816712	756.130445	766.641001
236.500000	759.355400	708.583782	763.811465
237.000000	756.269845	710.306914	760.354901
237.500000	752.560151	639.417003	756.271415
238.000000	748.226954	737.878932	751.561647
238.500000	743.271434	760.266830	746.226780
239.000000	737.695311	743.553338	740.268543
239.500000	731.500857	642.842544	733.689217
240.000000	724.690894	769.651333	726.491638
240.500000	717.268801	708.918642	718.679200
241.000000	709.238515	749.976401	710.255857
241.500000	700.604535	802.951846	701.226127
242.000000	691.371919	696.181745	691.595093
242.500000	681.546293	651.884195	681.368403
243.000000	671.133843	692.901945	670.552274
243.500000	660.141324	752.842131	659.153488
244.000000	648.576052	647.680713	647.179396
244.500000	636.445908	636.564115	634.637913
245.000000	623.759333	642.328848	621.537518
245.500000	610.525330	703.479739	607.887254
246.000000	596.753458	551.418785	593.696722
246.500000	582.453829	547.203946	578.976080
247.000000	567.637106	465.388355	563.736038
247.500000	552.314498	663.004220	547.987855
248.000000	536.497752	469.209151	531.743332
248.500000	520.199154	530.802391	515.014807
249.000000	503.431515	486.085836	497.815149
249.500000	486.208169	572.596051	480.157753
250.000000	468.542965	468.682779	462.056529
250.500000	450.450258	472.104778	443.525895
251.000000	431.944899	396.683561	424.580769
251.500000	413.042229	348.084966	405.236561
252.000000	393.758066	424.007737	385.509158
252.500000	374.108697	353.746347	365.414921
253.000000	354.110863	416.593741	344.970665
253.500000	333.781752	377.594301	324.193655
254.000000	313.138983	261.439109	303.101588
254.500000	292.200595	304.225910	281.712584
255.000000	270.985031	241.110614	260.045169
255.500000	249.511128	108.603186	238.118261
256.000000	227.798096	154.567532	215.951159
256.500000	205.865509	178.414075	193.563523
257.000000	183.733284	208.689728	170.975359
257.500000	161.421669	164.942503	148.207005
258.000000	138.951222	82.706662	125.279110
258.500000	116.342794	58.426786	102.212620
259.000000	93.617515	-9.296705	79.028756
259.500000	70.796767	127.036560	55.748999
260.000000	47.902174	136.203201	32.395067
260.500000	24.955575	-33.054233	8.988898
261.000000	1.979011	29.864064	-14.447371
261.500000	-21.005305	34.992846	-37.891426
262.000000	-43.975001	-62.374791	-61.320795
262.500000	-66.907569	-139.874772	-84.712872
263.000000	-89.780393	-150.678463	-108.044937
263.500000	-112.570763	-128.476251	-131.294181
264.000000	-135.255902	-99.063813	-154.437726
264.500000	-157.812991	-150.083234	-177.452649
265.000000	-180.219189	-140.748963	-200.316007
265.500000	-202.451655	-179.724334	-223.004860
266.000000	-224.487579	-158.190868	-245.496294
266.500000	-246.304202	-201.279122	-267.767448
267.000000	-267.878837	-171.710664	-289.795536
267.500000	-289.188901	-262.579352	-311.557874
268.000000	-310.211937	-268.532404	-333.031903
268.500000	-330.925636	-454.721041	-354.195216
269.000000	-351.307867	-313.161440	-375.025584
269.500000	-371.336701	-358.431647	-395.500978
270.000000	-390.990434	-209.553121	-415.599598
270.500000	-410.247616	-343.204110	-435.299900
271.000000	-429.087076	-344.100955	-454.580616
271.500000	-447.487943	-505.804837	-473.420784
272.000000	-465.429680	-523.523244	-491.799775
272.500000	-482.892103	-702.144800	-509.697313
273.000000	-499.855406	-346.657379	-527.093507
273.500000	-516.300191	-464.610814	-543.968871
274.000000	-532.207492	-504.844470	-560.304354
274.500000	-547.558795	-424.397372	-576.081359
275.000000	-562.336069	-570.929233	-591.281776
275.500000	-576.521786	-653.388588	-605.887998
276.000000	-590.098948	-619.245649	-619.882952
276.500000	-603.051111	-657.813072	-633.250119
277.000000	-615.362406	-620.885939	-645.973561
277.500000	-627.017562	-596.407046	-658.037938
278.000000	-638.001933	-748.895941	-669.428540
278.500000	-648.301517	-618.237880	-680.131300
279.000000	-657.902977	-617.539986	-690.132823
279.500000	-666.793664	-626.665549	-699.420404
280.000000	-674.961637	-554.050055	-707.982048
280.500000	-682.395683	-631.725020	-715.806493
281.000000	-689.085338	-883.019462	-722.883227
281.500000	-695.020903	-672.755440	-729.202509
282.000000	-700.193464	-712.616572	-734.755385
282.500000	-704.594910	-680.995538	-739.533707
283.000000	-708.217947	-855.631239	-743.530149
283.500000	-711.056117	-715.624004	-746.738225
284.000000	-713.103811	-696.321024	-749.152299
284.500000	-714.356284	-751.918944	-750.767606
285.000000	-714.809667	-635.457934	-751.580261
285.500000	-714.460982	-725.322476	-751.587271
286.000000	-713.308152	-773.127966	-750.786549
286.500000	-711.350009	-651.442487	-749.176925
287.000000	-708.586309	-558.751113	-746.758151
287.500000	-705.017736	-684.583606	-743.530915
288.000000	-700.645912	-696.272898	-739.496845
288.500000	-695.473400	-720.300860	-734.658519
289.000000	-689.503715	-623.199892	-729.019464
289.500000	-682.741322	-794.931718	-722.584166
290.000000	-675.191644	-700.296820	-715.358073
290.500000	-666.861060	-604.027354	-707.347592
291.000000	-657.756909	-668.190445	-698.560094
291.500000	-647.887487	-556.961935	-689.003913
292.000000	-637.262048	-579.312035	-678.688344
292.500000	-625.890799	-636.849613	-667.623638
293.000000	-613.784894	-640.757844	-655.821002
293.500000	-600.956434	-556.724008	-643.292589
294.000000	-587.418458	-552.653689	-630.051494
294.500000	-573.184931	-517.547866	-616.111749
295.000000	-558.270742	-492.104231	-601.488305
295.500000	-542.691688	-603.307927	-586.197032
296.000000	-526.464465	-364.579075	-570.254700
296.500000	-509.606654	-385.423446	-553.678968
297.000000	-492.136707	-514.518661	-536.488371
297.500000	-474.073932	-597.154198	-518.702301
298.000000	-455.438474	-603.654594	-500.340996
298.500000	-436.251301	-248.665090	-481.425515
299.000000	-416.534180	-356.863232	-461.977723
299.500000	-396.309658	-462.317554	-442.020267
300.000000	-375.601043	-450.087871	-421.576560
300.500000	-354.432375	-204.199338	-400.670749
301.000000	-332.828409	-446.629742	-379.327698
301.500000	-310.814581	-164.002113	-357.572958
302.000000	-288.416989	-238.416823	-335.432742
302.500000	-265.662360	-207.107842	-312.933898
303.000000	-242.578023	-267.036262	-290.103875
303.500000	-219.191879	-145.186270	-266.970700
304.000000	-195.532369	-197.429466	-243.562939
304.500000	-171.628440	-154.628788	-219.909670
305.000000	-147.509517	-40.423443	-196.040448
305.500000	-123.205461	-193.635677	-171.985268
306.000000	-98.746541	-94.474282	-147.774532
306.500000	-74.163392	-296.733489	-123.439014
307.000000	-49.486980	60.593194	-99.009817
307.500000	-24.748567	-34.225941	-74.518342
308.000000	0.020335	177.967965	-49.996243
308.500000	24.787996	31.814203	-25.475391
309.000000	49.522514	143.217692	-0.987829
309.500000	74.191852	-53.603376	23.434263
310.000000	98.763884	127.725096	47.758614
310.500000	123.206433	59.368103	71.952905
311.000000	147.487315	141.177693	95.984809
311.500000	171.574386	168.355201	119.822037
312.000000	195.435579	217.898872	143.432380
312.500000	219.038954	185.026215	166.783755
313.000000	242.352739	148.811360	189.844248
313.500000	265.345374	287.732048	212.582161
314.000000	287.985561	186.940221	234.966052
314.500000	310.242301	377.813404	256.964788
315.000000	332.084946	405.659137	278.547582
315.500000	353.483239	439.087436	299.684042
316.000000	374.407362	497.322854	320.344218
316.500000	394.827979	319.411314	340.498644
317.000000	414.716282	474.159365	360.118381
317.500000	434.044033	452.640261	379.175067
318.000000	452.783610	463.196874	397.640955
318.500000	470.908048	523.973019	415.488962
319.000000	488.391085	350.902485	432.692709
319.500000	505.207204	419.688182	449.226562
320.000000	521.331671	616.003682	465.065681
320.500000	536.740581	439.440396	480.186051
321.000000	551.410897	514.932809	494.564533
321.500000	565.320485	537.289871	508.178896
322.000000	578.448160	635.515178	521.007859
322.500000	590.773719	593.651312	533.031130
323.000000	602.277979	668.479546	544.229439
323.500000	612.942811	548.208751	554.584576
324.000000	622.751175	637.915294	564.079427
324.500000	631.687156	682.951730	572.698005
325.000000	639.735990	568.571825	580.425480
325.500000	646.884101	760.708180	587.248216
326.000000	653.119124	589.509010	593.153791
326.500000	658.429935	628.148602	598.131035
327.000000	662.806679	705.767394	602.170045
327.500000	666.240789	703.555288	605.262219
328.000000	668.725014	492.342218	607.400272
328.500000	670.253437	708.014521	608.578260
329.000000	670.821494	744.205521	608.791600
