The rightmost column contains computed values for __C
X	NoNoise	Noisy
290.500000	-666.861060	-604.027354	-220.754249
291.000000	-657.756909	-668.190445	-217.863275
291.500000	-647.887487	-556.961935	-214.741848
292.000000	-637.262048	-579.312035	-211.392756
292.500000	-625.890799	-636.849613	-207.819071
293.000000	-613.784894	-640.757844	-204.024153
293.500000	-600.956434	-556.724008	-200.011646
294.000000	-587.418458	-552.653689	-195.785477
294.500000	-573.184931	-517.547866	-191.349850
295.000000	-558.270742	-492.104231	-186.709250
295.500000	-542.691688	-603.307927	-181.868433
296.000000	-526.464465	-364.579075	-176.832428
296.500000	-509.606654	-385.423446	-171.606528
297.000000	-492.136707	-514.518661	-166.196291
297.500000	-474.073932	-597.154198	-160.607530
298.000000	-455.438474	-603.654594	-154.846312
298.500000	-436.251301	-248.665090	-148.918952
299.000000	-416.534180	-356.863232	-142.832004
299.500000	-396.309658	-462.317554	-136.592258
300.000000	-375.601043	-450.087871	-130.206733
300.500000	-354.432375	-204.199338	-123.682668
301.000000	-332.828409	-446.629742	-117.027518
301.500000	-310.814581	-164.002113	-110.248943
302.000000	-288.416989	-238.416823	-103.354802
302.500000	-265.662360	-207.107842	-96.353143
303.000000	-242.578023	-267.036262	-89.252197
303.500000	-219.191879	-145.186270	-82.060365
304.000000	-195.532369	-197.429466	-74.786212
304.500000	-171.628440	-154.628788	-67.438455
305.000000	-147.509517	-40.423443	-60.025954
305.500000	-123.205461	-193.635677	-52.557704
306.000000	-98.746541	-94.474282	-45.042817
306.500000	-74.163392	-296.733489	-37.490521
307.000000	-49.486980	60.593194	-29.910139
307.500000	-24.748567	-34.225941	-22.311087
308.000000	0.020335	177.967965	-14.702853
308.500000	24.787996	31.814203	-7.094993
309.000000	49.522514	143.217692	0.502886
309.500000	74.191852	-53.603376	8.081138
310.000000	98.763884	127.725096	15.630086
310.500000	123.206433	59.368103	23.140043
311.000000	147.487315	141.177693	30.601315
311.500000	171.574386	168.355201	38.004223
312.000000	195.435579	217.898872	45.339111
312.500000	219.038954	185.026215	52.596360
313.000000	242.352739	148.811360	59.766402
313.500000	265.345374	287.732048	66.839734
314.000000	287.985561	186.940221	73.806929
314.500000	310.242301	377.813404	80.658654
315.000000	332.084946	405.659137	87.385679
315.500000	353.483239	439.087436	93.978893
316.000000	374.407362	497.322854	100.429316
316.500000	394.827979	319.411314	106.728114
317.000000	414.716282	474.159365	112.866611
317.500000	434.044033	452.640261	118.836305
318.000000	452.783610	463.196874	124.628877
318.500000	470.908048	523.973019	130.236207
319.000000	488.391085	350.902485	135.650386
319.500000	505.207204	419.688182	140.863731
320.000000	521.331671	616.003682	145.868792
320.500000	536.740581	439.440396	150.658372
321.000000	551.410897	514.932809	155.225533
321.500000	565.320485	537.289871	159.563609
322.000000	578.448160	635.515178	163.666221
322.500000	590.773719	593.651312	167.527285
323.000000	602.277979	668.479546	171.141025
323.500000	612.942811	548.208751	174.501980
324.000000	622.751175	637.915294	177.605020
324.500000	631.687156	682.951730	180.445351
325.000000	639.735990	568.571825	183.018529
325.500000	646.884101	760.708180	185.320464
326.000000	653.119124	589.509010	187.347433
326.500000	658.429935	628.148602	189.096086
327.000000	662.806679	705.767394	190.563456
327.500000	666.240789	703.555288	191.746962
328.000000	668.725014	492.342218	192.644422
